Tempo,RPM,Acelerador,Freio
22:17:57.572,12210,81,0
22:17:57.587,8056,95,0
22:17:57.603,11298,97,0
22:17:57.620,11620,93,0
22:17:57.635,11208,95,0
22:17:57.651,8337,62,0
22:17:57.667,9786,100,0
22:17:57.683,10302,69,0
22:17:57.700,11459,86,0
22:17:57.715,9003,67,0
22:17:57.731,12901,80,0
22:17:57.748,10805,52,0
22:17:57.764,12913,50,0
22:17:57.779,8682,65,0
22:17:57.795,8805,99,0
22:17:57.811,10613,50,0
22:17:57.829,10558,86,0
22:17:57.843,8346,52,0
22:17:57.859,10960,72,0
22:17:57.875,10034,65,0
22:17:57.891,11822,68,0
22:17:57.907,10017,92,0
22:17:57.923,10437,52,0
22:17:57.939,11158,60,0
22:17:57.955,8976,65,0
22:17:57.972,10637,73,0
22:17:57.987,11329,72,0
22:17:58.003,9153,91,0
22:17:58.020,8496,83,0
22:17:58.035,11155,86,0
22:17:58.051,8514,53,0
22:17:58.068,8526,57,0
22:17:58.084,8407,98,0
22:17:58.101,8591,89,0
22:17:58.116,6139,0,62
22:17:58.136,12235,53,0
22:17:58.153,8952,76,0
22:17:58.169,8492,94,0
22:17:58.187,11398,54,0
22:17:58.202,11976,61,0
22:17:58.219,9659,71,0
22:17:58.240,8323,91,0
22:17:58.258,10983,90,0
22:17:58.273,8944,69,0
22:17:58.288,6517,0,98
22:17:58.303,10536,57,0
22:17:58.316,8921,87,0
22:17:58.330,10021,50,0
22:17:58.344,8433,65,0
22:17:58.360,12387,97,0
22:17:58.375,10003,64,0
22:17:58.389,11118,70,0
22:17:58.403,8601,53,0
22:17:58.420,8172,64,0
22:17:58.438,9466,94,0
22:17:58.456,10412,71,0
22:17:58.475,8541,95,0
22:17:58.493,8485,53,0
22:17:58.511,9126,90,0
22:17:58.528,10000,85,0
22:17:58.545,11903,66,0
22:17:58.564,5383,0,84
22:17:58.585,8742,57,0
22:17:58.596,8449,96,0
22:17:58.611,8163,67,0
22:17:58.627,8510,83,0
22:17:58.643,11972,61,0
22:17:58.659,12177,74,0
22:17:58.677,11786,55,0
22:17:58.694,10678,76,0
22:17:58.713,5050,0,96
22:17:58.731,9084,67,0
22:17:58.749,10416,77,0
22:17:58.768,10750,67,0
22:17:58.782,12452,75,0
22:17:58.796,10327,60,0
22:17:58.808,9787,72,0
22:17:58.820,10668,75,0
22:17:58.835,10544,53,0
22:17:58.851,9277,64,0
22:17:58.868,12578,68,0
22:17:58.883,11173,62,0
22:17:58.899,9048,97,0
22:17:58.915,12944,95,0
22:17:58.932,12597,60,0
22:17:58.955,9426,96,0
22:17:58.978,12442,86,0
22:17:59.001,10156,65,0
22:17:59.023,10669,95,0
22:17:59.046,8278,77,0
22:17:59.063,9236,93,0
22:17:59.078,6660,0,61
22:17:59.090,11613,89,0
22:17:59.102,9292,65,0
22:17:59.112,10920,73,0
22:17:59.127,10776,84,0
22:17:59.144,11930,86,0
22:17:59.159,9526,100,0
22:17:59.176,10734,66,0
22:17:59.191,8316,86,0
22:17:59.208,8953,79,0
22:17:59.223,12874,83,0
22:17:59.239,11851,92,0
22:17:59.255,10125,87,0
22:17:59.272,9071,99,0
22:17:59.287,8976,86,0
22:17:59.304,8507,94,0
22:17:59.319,11580,67,0
22:17:59.335,12156,50,0
22:17:59.352,9791,58,0
22:17:59.368,8186,54,0
22:17:59.383,11250,63,0
22:17:59.400,5225,0,85
22:17:59.416,12951,97,0
22:17:59.431,9446,84,0
22:17:59.448,10174,54,0
22:17:59.463,12944,89,0
22:17:59.479,8866,53,0
22:17:59.496,10021,80,0
22:17:59.511,10169,56,0
22:17:59.528,9342,100,0
22:17:59.543,12450,76,0
22:17:59.559,10989,99,0
22:17:59.576,10098,54,0
22:17:59.591,12689,73,0
22:17:59.608,8010,59,0
22:17:59.623,9888,93,0
22:17:59.640,5202,0,87
22:17:59.656,5096,0,88
22:17:59.685,9809,79,0
22:17:59.713,8427,80,0
22:17:59.739,12837,72,0
22:17:59.766,9374,73,0
22:17:59.792,11039,50,0
22:17:59.815,8191,57,0
22:17:59.843,10527,81,0
22:17:59.857,12432,70,0
22:17:59.874,8484,95,0
22:17:59.890,10667,58,0
22:17:59.906,11525,97,0
22:17:59.922,10637,83,0
22:17:59.939,4060,0,78
22:17:59.955,10141,69,0
22:17:59.970,9658,95,0
22:17:59.986,8862,78,0
22:18:00.002,9394,94,0
22:18:00.018,10862,79,0
22:18:00.034,12403,89,0
22:18:00.050,10345,73,0
22:18:00.066,11121,80,0
22:18:00.082,11859,55,0
22:18:00.098,12043,55,0
22:18:00.113,8401,80,0
22:18:00.130,12963,72,0
22:18:00.146,11499,51,0
22:18:00.162,8875,99,0
22:18:00.177,12625,67,0
22:18:00.194,9516,55,0
22:18:00.210,11147,90,0
22:18:00.226,8003,82,0
22:18:00.247,12657,57,0
22:18:00.273,11325,80,0
22:18:00.297,10908,51,0
22:18:00.322,12578,56,0
22:18:00.347,12578,58,0
22:18:00.363,12450,82,0
22:18:00.378,12102,53,0
22:18:00.393,11805,82,0
22:18:00.410,11527,74,0
22:18:00.426,11229,70,0
22:18:00.442,9275,77,0
22:18:00.458,11008,68,0
22:18:00.474,9016,83,0
22:18:00.490,12969,79,0
22:18:00.506,12086,53,0
22:18:00.522,8840,64,0
22:18:00.538,11663,80,0
22:18:00.554,11404,94,0
22:18:00.570,10638,69,0
22:18:00.586,10868,91,0
22:18:00.602,10708,75,0
22:18:00.618,12656,89,0
22:18:00.634,8210,64,0
22:18:00.650,10986,90,0
22:18:00.667,12887,67,0
22:18:00.682,11567,77,0
22:18:00.698,10665,68,0
22:18:00.714,8476,55,0
22:18:00.729,11804,94,0
22:18:00.747,4766,0,68
22:18:00.764,9709,68,0
22:18:00.778,10862,90,0
22:18:00.794,10615,67,0
22:18:00.809,11717,71,0
22:18:00.826,9759,67,0
22:18:00.843,4678,0,85
22:18:00.858,10106,73,0
22:18:00.874,11596,55,0
22:18:00.890,11642,73,0
22:18:00.906,12502,61,0
22:18:00.922,12997,97,0
22:18:00.938,12789,66,0
22:18:00.954,11358,93,0
22:18:00.970,8876,55,0
22:18:00.986,12470,50,0
22:18:01.003,10385,84,0
22:18:01.018,10156,65,0
22:18:01.034,9988,93,0
22:18:01.050,9769,65,0
22:18:01.066,9391,97,0
22:18:01.082,8824,99,0
22:18:01.098,12994,53,0
22:18:01.114,9617,52,0
22:18:01.130,8429,50,0
22:18:01.146,12909,57,0
22:18:01.162,9698,51,0
22:18:01.178,11442,79,0
22:18:01.194,9173,70,0
22:18:01.210,8769,90,0
22:18:01.226,8920,100,0
22:18:01.241,9422,66,0
22:18:01.258,10361,94,0
22:18:01.274,10559,57,0
22:18:01.290,10632,87,0
22:18:01.306,9017,58,0
22:18:01.322,9694,81,0
22:18:01.339,8041,76,0
22:18:01.354,11720,96,0
22:18:01.370,10878,74,0
22:18:01.386,12300,62,0
22:18:01.403,11396,98,0
22:18:01.419,9431,79,0
22:18:01.436,10141,86,0
22:18:01.452,11685,99,0
22:18:01.468,8611,92,0
22:18:01.482,12914,99,0
22:18:01.498,8804,79,0
22:18:01.514,12661,92,0
22:18:01.529,10113,83,0
22:18:01.546,11611,64,0
22:18:01.563,5268,0,80
22:18:01.578,6591,0,60
22:18:01.595,8846,54,0
22:18:01.610,10232,72,0
22:18:01.626,8576,64,0
22:18:01.643,8602,52,0
22:18:01.658,8775,87,0
22:18:01.674,12648,69,0
22:18:01.690,9399,100,0
22:18:01.706,9967,76,0
22:18:01.722,12268,61,0
22:18:01.738,9560,99,0
22:18:01.754,8199,78,0
22:18:01.770,11796,100,0
22:18:01.786,10785,64,0
22:18:01.802,12293,65,0
22:18:01.818,11983,69,0
22:18:01.834,12372,96,0
22:18:01.850,9928,87,0
22:18:01.866,10631,63,0
22:18:01.884,10472,81,0
22:18:01.913,10132,98,0
22:18:01.941,9061,72,0
22:18:01.969,12708,88,0
22:18:01.997,8380,56,0
22:18:02.025,8113,81,0
22:18:02.045,5677,0,60
22:18:02.062,8824,67,0
22:18:02.076,9750,59,0
22:18:02.092,12745,62,0
22:18:02.108,11810,72,0
22:18:02.124,9082,95,0
22:18:02.140,10357,81,0
22:18:02.156,11294,80,0
22:18:02.172,10639,60,0
22:18:02.188,11759,76,0
22:18:02.205,8902,77,0
22:18:02.221,9939,72,0
22:18:02.237,9861,59,0
22:18:02.253,11718,53,0
22:18:02.269,10590,73,0
22:18:02.285,9524,73,0
22:18:02.301,8537,68,0
22:18:02.317,11158,51,0
22:18:02.332,12420,85,0
22:18:02.350,9258,71,0
22:18:02.379,12403,75,0
22:18:02.401,9121,71,0
22:18:02.418,11971,96,0
22:18:02.433,8029,95,0
22:18:02.451,10131,82,0
22:18:02.478,9796,99,0
22:18:02.492,12031,63,0
22:18:02.503,9986,70,0
22:18:02.514,4408,0,66
22:18:02.530,12863,74,0
22:18:02.545,11636,86,0
22:18:02.561,12533,63,0
22:18:02.577,10403,71,0
22:18:02.593,9647,84,0
22:18:02.609,10202,65,0
22:18:02.625,8645,61,0
22:18:02.641,12704,62,0
22:18:02.657,12859,96,0
22:18:02.673,11785,53,0
22:18:02.689,9096,65,0
22:18:02.706,11522,56,0
22:18:02.723,8387,66,0
22:18:02.738,9186,74,0
22:18:02.753,8018,95,0
22:18:02.770,5928,0,87
22:18:02.787,10558,84,0
22:18:02.801,11921,83,0
22:18:02.817,10992,79,0
22:18:02.834,8503,69,0
22:18:02.850,12299,100,0
22:18:02.866,11489,54,0
22:18:02.881,10462,81,0
22:18:02.898,5694,0,98
22:18:02.914,10626,63,0
22:18:02.929,8679,97,0
22:18:02.947,11361,54,0
22:18:02.964,9262,74,0
22:18:02.981,12375,93,0
22:18:02.996,9318,99,0
22:18:03.013,12801,90,0
22:18:03.028,11015,68,0
22:18:03.044,8570,82,0
22:18:03.059,9229,95,0
22:18:03.074,8140,73,0
22:18:03.089,9900,69,0
22:18:03.105,12220,88,0
22:18:03.122,10784,81,0
22:18:03.138,9979,53,0
22:18:03.154,10602,62,0
22:18:03.169,9288,61,0
22:18:03.188,6918,0,86
22:18:03.217,8356,58,0
22:18:03.235,10471,77,0
22:18:03.250,10448,59,0
22:18:03.265,11095,97,0
22:18:03.282,4495,0,98
22:18:03.298,6196,0,61
22:18:03.315,9089,70,0
22:18:03.330,11054,51,0
22:18:03.345,8801,95,0
22:18:03.361,11482,97,0
22:18:03.377,11941,78,0
22:18:03.393,8010,59,0
22:18:03.409,9184,96,0
22:18:03.425,11899,85,0
22:18:03.441,8517,50,0
22:18:03.457,11602,79,0
22:18:03.474,11568,82,0
22:18:03.489,10175,78,0
22:18:03.506,10692,89,0
22:18:03.522,8505,61,0
22:18:03.538,11745,83,0
22:18:03.554,12433,54,0
22:18:03.570,10317,58,0
22:18:03.586,8789,91,0
22:18:03.602,8867,55,0
22:18:03.618,11582,56,0
22:18:03.634,9756,77,0
22:18:03.650,11487,90,0
22:18:03.666,8687,95,0
22:18:03.681,11266,82,0
22:18:03.698,11379,66,0
22:18:03.713,9685,51,0
22:18:03.729,11360,62,0
22:18:03.745,10367,73,0
22:18:03.762,6511,0,92
22:18:03.780,12076,79,0
22:18:03.793,11936,51,0
22:18:03.810,12770,50,0
22:18:03.826,11889,56,0
22:18:03.843,8315,94,0
22:18:03.872,4621,0,61
22:18:03.890,11101,87,0
22:18:03.904,11650,61,0
22:18:03.917,10406,86,0
22:18:03.930,11560,60,0
22:18:03.943,11126,73,0
22:18:03.956,10627,67,0
22:18:03.969,11168,81,0
22:18:03.986,8108,74,0
22:18:04.001,10591,74,0
22:18:04.017,12304,63,0
22:18:04.033,8050,60,0
22:18:04.050,12185,84,0
22:18:04.066,8224,52,0
22:18:04.081,11097,85,0
22:18:04.097,11887,78,0
22:18:04.114,6854,0,94
22:18:04.130,10437,66,0
22:18:04.146,9425,65,0
22:18:04.161,12942,99,0
22:18:04.177,11026,87,0
22:18:04.193,8654,67,0
22:18:04.209,9214,100,0
22:18:04.225,12269,76,0
22:18:04.242,10157,52,0
22:18:04.259,10520,94,0
22:18:04.289,8355,74,0
22:18:04.318,8466,97,0
22:18:04.340,8927,53,0
22:18:04.354,9638,58,0
22:18:04.369,9100,73,0
22:18:04.382,12231,50,0
22:18:04.397,8532,63,0
22:18:04.413,9443,81,0
22:18:04.428,10365,70,0
22:18:04.445,11228,55,0
22:18:04.461,11403,61,0
22:18:04.476,10014,88,0
22:18:04.492,12681,70,0
22:18:04.509,9477,89,0
22:18:04.524,12928,66,0
22:18:04.540,10615,99,0
22:18:04.556,10811,99,0
22:18:04.573,10651,80,0
22:18:04.588,9714,58,0
22:18:04.605,8829,95,0
22:18:04.621,6335,0,89
22:18:04.638,12245,92,0
22:18:04.652,9540,100,0
22:18:04.668,11843,93,0
22:18:04.688,12708,99,0
22:18:04.710,8688,55,0
22:18:04.730,10898,62,0
22:18:04.752,9396,80,0
22:18:04.772,12603,68,0
22:18:04.792,8217,87,0
22:18:04.811,9062,92,0
22:18:04.832,4321,0,97
22:18:04.853,10950,77,0
22:18:04.869,10283,80,0
22:18:04.884,11744,54,0
22:18:04.900,12509,88,0
22:18:04.917,8815,74,0
22:18:04.946,12398,72,0
22:18:04.965,8578,100,0
22:18:04.981,12820,54,0
22:18:04.996,9919,76,0
22:18:05.012,8734,63,0
22:18:05.028,10344,66,0
22:18:05.044,9716,52,0
22:18:05.060,10604,54,0
22:18:05.076,9118,75,0
22:18:05.093,4528,0,92
22:18:05.109,9720,76,0
22:18:05.124,9165,63,0
22:18:05.140,12300,53,0
22:18:05.157,4514,0,89
22:18:05.173,9248,93,0
22:18:05.189,12362,84,0
22:18:05.205,10047,63,0
22:18:05.220,9348,72,0
22:18:05.236,12170,78,0
22:18:05.253,9230,90,0
22:18:05.270,12814,98,0
22:18:05.298,8008,56,0
22:18:05.324,9281,50,0
22:18:05.339,9971,80,0
22:18:05.356,9735,77,0
22:18:05.372,11868,69,0
22:18:05.388,9029,79,0
22:18:05.404,8346,94,0
22:18:05.420,10584,62,0
22:18:05.435,9135,70,0
22:18:05.452,6269,0,68
22:18:05.468,12307,56,0
22:18:05.484,11542,84,0
22:18:05.500,12885,60,0
22:18:05.516,11621,58,0
22:18:05.532,11107,86,0
22:18:05.547,9420,50,0
22:18:05.564,10149,67,0
22:18:05.580,12896,88,0
22:18:05.596,10619,61,0
22:18:05.611,12309,62,0
22:18:05.628,4260,0,68
22:18:05.644,9443,54,0
22:18:05.659,11973,73,0
22:18:05.676,11273,78,0
22:18:05.693,8589,91,0
22:18:05.723,9620,65,0
22:18:05.750,12184,62,0
22:18:05.765,12227,82,0
22:18:05.780,11738,63,0
22:18:05.796,10081,80,0
22:18:05.812,10394,74,0
22:18:05.828,11298,71,0
22:18:05.844,9816,98,0
22:18:05.860,10929,85,0
22:18:05.876,8310,56,0
22:18:05.892,8626,56,0
22:18:05.909,12234,69,0
22:18:05.936,9805,66,0
22:18:05.963,12652,97,0
22:18:05.982,9963,51,0
22:18:05.995,10766,74,0
22:18:06.011,10508,55,0
22:18:06.027,4162,0,61
22:18:06.045,10151,92,0
22:18:06.071,11676,57,0
22:18:06.098,10104,90,0
22:18:06.127,10244,57,0
22:18:06.157,11015,79,0
22:18:06.174,8989,69,0
22:18:06.188,9860,60,0
22:18:06.204,8890,92,0
22:18:06.221,4921,0,94
22:18:06.237,9028,90,0
22:18:06.252,10935,52,0
22:18:06.268,11234,50,0
22:18:06.284,9068,100,0
22:18:06.300,12573,79,0
22:18:06.317,8606,91,0
22:18:06.333,8588,53,0
22:18:06.348,9808,60,0
22:18:06.364,9896,54,0
22:18:06.380,8999,91,0
22:18:06.396,9852,100,0
