Volta,Tempo_Volta,RPM,Acelerador,Freio
1,1.444,6406,0,60
1,1.464,11824,86,0
1,1.486,8648,52,0
1,1.51,11439,91,0
1,1.531,12642,64,0
1,1.551,12249,50,0
1,1.57,12639,63,0
1,1.588,9847,79,0
1,1.605,9785,79,0
1,1.629,8975,95,0
1,1.643,9691,75,0
1,1.658,12291,69,0
1,1.675,9305,69,0
1,1.693,12681,56,0
1,1.719,10491,71,0
1,1.742,10082,58,0
1,1.759,9988,69,0
1,1.775,10494,50,0
1,1.793,10889,75,0
1,1.808,10548,59,0
1,1.818,12469,84,0
1,1.837,12936,97,0
1,1.852,12194,62,0
1,1.873,5983,0,66
1,1.892,9304,79,0
1,1.914,11027,51,0
1,1.931,10278,94,0
1,1.948,8535,58,0
1,1.971,12458,90,0
1,1.993,10904,65,0
1,2.007,11055,84,0
1,2.026,9592,99,0
1,2.04,6542,0,73
1,2.059,10756,85,0
1,2.078,9779,72,0
1,2.093,11000,90,0
1,2.114,12316,62,0
1,2.136,11933,88,0
1,2.155,12048,89,0
1,2.18,11397,52,0
1,2.198,10316,74,0
1,2.214,8084,54,0
1,2.231,10293,57,0
1,2.245,6141,0,86
1,2.26,10507,74,0
1,2.276,10959,52,0
1,2.292,11829,52,0
1,2.308,11027,82,0
1,2.324,9112,52,0
1,2.34,8140,89,0
1,2.356,9127,79,0
1,2.372,12238,98,0
1,2.388,11772,92,0
1,2.404,11012,58,0
1,2.42,12091,64,0
1,2.435,9897,95,0
1,2.452,8408,56,0
1,2.468,12038,57,0
1,2.485,10064,80,0
1,2.5,9742,54,0
1,2.516,11969,97,0
1,2.532,6249,0,64
1,2.548,12646,73,0
1,2.565,12188,53,0
1,2.58,11605,98,0
1,2.598,12809,90,0
1,2.612,12427,79,0
1,2.627,8206,85,0
1,2.644,4715,0,88
1,2.661,10368,92,0
1,2.676,12493,98,0
1,2.692,12750,91,0
1,2.708,12287,80,0
1,2.723,12826,64,0
1,2.74,12759,90,0
1,2.756,11156,56,0
1,2.772,10908,98,0
1,2.789,9713,65,0
1,2.804,11545,90,0
1,2.82,10946,98,0
1,2.836,8287,72,0
1,2.852,11604,75,0
1,2.868,11586,57,0
1,2.885,10963,77,0
1,2.9,10042,69,0
1,2.916,10889,82,0
1,2.933,9711,69,0
1,2.948,11074,87,0
1,2.964,10622,85,0
1,2.98,10810,52,0
1,2.996,11477,65,0
1,3.012,10570,73,0
1,3.027,11099,69,0
1,3.044,12087,69,0
1,3.06,10445,70,0
1,3.077,9630,94,0
1,3.092,9996,79,0
1,3.108,9013,78,0
1,3.124,8681,54,0
1,3.14,12639,64,0
1,3.156,9758,54,0
1,3.171,10205,91,0
1,3.189,4015,0,91
1,3.204,9569,68,0
1,3.22,9991,88,0
1,3.236,11831,76,0
1,3.252,5496,0,91
1,3.268,11282,52,0
1,3.285,9109,94,0
1,3.3,11423,71,0
1,3.316,10141,60,0
1,3.332,12254,87,0
1,3.349,4130,0,99
1,3.365,10850,91,0
1,3.379,12495,93,0
1,3.396,10689,70,0
1,3.412,11505,83,0
1,3.428,8334,100,0
1,3.445,12387,50,0
1,3.46,11940,99,0
1,3.476,9847,76,0
1,3.493,9895,58,0
1,3.509,11112,79,0
1,3.524,12871,66,0
1,3.541,9168,75,0
1,3.556,12559,96,0
1,3.572,10056,91,0
1,3.589,11660,79,0
1,3.604,11866,88,0
1,3.62,6930,0,90
1,3.636,12384,62,0
1,3.652,9453,77,0
1,3.667,12864,87,0
1,3.685,11823,89,0
1,3.7,10382,74,0
1,3.716,12980,85,0
1,3.732,8631,87,0
1,3.748,9185,93,0
1,3.764,11960,98,0
1,3.78,9525,86,0
1,3.796,12616,54,0
1,3.811,12300,54,0
1,3.828,9728,62,0
1,3.845,11345,82,0
1,3.861,4207,0,97
1,3.876,8385,100,0
1,3.893,11404,65,0
1,3.908,8516,52,0
1,3.924,8172,71,0
1,3.94,11865,98,0
1,3.956,8716,90,0
1,3.973,12524,85,0
1,3.988,8460,66,0
1,4.004,11667,57,0
1,4.02,10278,89,0
1,4.035,11266,53,0
1,4.052,9408,94,0
1,4.068,10010,77,0
1,4.084,11543,61,0
1,4.099,9383,68,0
1,4.116,10466,58,0
1,4.132,11981,73,0
1,4.148,11082,67,0
1,4.165,12871,57,0
1,4.18,8228,78,0
1,4.196,12987,85,0
1,4.212,8168,74,0
1,4.228,11094,69,0
1,4.244,12135,63,0
1,4.26,10831,51,0
1,4.276,9643,59,0
1,4.293,10245,76,0
1,4.308,6253,0,91
1,4.324,5187,0,99
1,4.34,9532,54,0
1,4.356,4655,0,97
1,4.372,11359,83,0
1,4.388,8571,74,0
1,4.404,11827,50,0
1,4.42,9058,93,0
1,4.436,10875,84,0
1,4.452,11493,58,0
1,4.467,10733,69,0
1,4.485,8971,51,0
1,4.5,8689,70,0
1,4.516,11250,88,0
1,4.533,10635,85,0
1,4.548,9224,80,0
1,4.565,9306,58,0
1,4.58,12464,96,0
1,4.596,12878,61,0
1,4.613,9378,53,0
1,4.628,9920,76,0
1,4.645,11374,54,0
1,4.66,9531,94,0
1,4.676,12916,75,0
1,4.692,12464,81,0
1,4.708,12079,54,0
1,4.724,8893,87,0
1,4.74,10395,79,0
1,4.756,12352,71,0
1,4.772,8433,96,0
1,4.788,9597,83,0
1,4.804,12040,64,0
1,4.82,8239,85,0
1,4.835,12719,85,0
1,4.853,8256,60,0
1,4.868,12403,77,0
1,4.885,9333,81,0
1,4.9,11443,76,0
1,4.916,10185,51,0
1,4.933,8568,99,0
1,4.948,11562,71,0
1,4.964,12012,84,0
1,4.98,10014,73,0
1,4.996,8047,73,0
1,5.012,4616,0,90
1,5.029,10051,74,0
1,5.044,12744,60,0
1,5.06,12353,88,0
1,5.076,11574,86,0
1,5.092,8636,84,0
1,5.108,8350,74,0
1,5.124,9548,59,0
1,5.14,8314,91,0
1,5.156,10168,86,0
1,5.172,8472,96,0
1,5.188,8869,87,0
1,5.205,11270,90,0
1,5.226,9728,89,0
1,5.237,8639,50,0
1,5.252,9327,87,0
1,5.268,8836,84,0
1,5.285,12160,99,0
1,5.3,12789,81,0
1,5.316,10228,52,0
1,5.331,9164,63,0
1,5.35,6927,0,88
1,5.37,11909,66,0
1,5.382,10267,93,0
1,5.397,12657,79,0
1,5.413,12857,90,0
1,5.428,9251,58,0
1,5.445,10271,59,0
1,5.46,8087,80,0
1,5.476,8298,55,0
1,5.493,8844,87,0
1,5.508,12305,69,0
1,5.524,11103,75,0
1,5.54,9481,58,0
1,5.556,9659,95,0
1,5.573,12013,91,0
1,5.596,8741,54,0
1,5.608,11090,96,0
1,5.62,11037,57,0
1,5.636,9744,76,0
1,5.652,10100,97,0
1,5.668,8962,86,0
1,5.685,9597,68,0
1,5.7,12621,63,0
1,5.716,10797,92,0
1,5.732,5983,0,86
1,5.749,12737,69,0
1,5.765,8803,62,0
1,5.781,5047,0,72
1,5.797,9852,88,0
1,5.812,8718,94,0
1,5.828,10041,52,0
1,5.844,11503,100,0
1,5.86,8937,61,0
1,5.876,9743,50,0
1,5.892,12331,51,0
1,5.908,10428,91,0
1,5.923,12432,82,0
1,5.94,9492,83,0
1,5.955,12557,96,0
1,5.972,12000,91,0
1,5.989,6650,0,93
1,6.009,8184,76,0
1,6.021,10310,51,0
1,6.035,11482,52,0
1,6.052,10934,80,0
1,6.067,11808,64,0
1,6.085,10200,84,0
1,6.1,11949,98,0
1,6.116,11465,51,0
1,6.132,10648,64,0
1,6.148,10237,62,0
1,6.165,8630,60,0
1,6.18,8959,100,0
1,6.196,8438,69,0
1,6.212,12925,57,0
1,6.229,6162,0,62
1,6.245,11465,76,0
1,6.26,8587,62,0
1,6.276,4616,0,90
1,6.292,8642,64,0
1,6.308,8493,94,0
1,6.324,8100,92,0
1,6.341,10447,78,0
1,6.356,4633,0,92
1,6.372,12075,80,0
1,6.388,8652,72,0
1,6.404,8290,63,0
1,6.42,11675,76,0
1,6.436,8780,89,0
1,6.452,9659,55,0
1,6.468,9415,81,0
1,6.485,9264,89,0
1,6.5,12689,51,0
1,6.516,9812,70,0
1,6.532,11972,54,0
1,6.548,9485,74,0
1,6.565,10086,61,0
1,6.58,11472,76,0
1,6.595,8965,79,0
1,6.612,9537,52,0
1,6.628,9759,95,0
1,6.644,10827,57,0
1,6.66,11295,99,0
1,6.675,11549,53,0
1,6.692,8697,86,0
1,6.708,9503,94,0
1,6.723,11196,70,0
1,6.74,11076,83,0
1,6.755,9169,81,0
1,6.772,10079,58,0
1,6.788,11820,55,0
1,6.803,11710,81,0
1,6.82,9824,77,0
1,6.835,9825,77,0
1,6.852,12593,57,0
1,6.868,9093,89,0
1,6.885,8374,77,0
1,6.899,8467,85,0
1,6.916,10838,93,0
1,6.932,11569,75,0
1,6.948,10166,58,0
1,6.964,9374,95,0
1,6.98,11324,69,0
1,6.996,10890,73,0
1,7.012,8344,59,0
1,7.028,10157,87,0
1,7.045,5924,0,80
1,7.06,12117,76,0
1,7.075,8805,73,0
1,7.093,12213,74,0
1,7.108,8487,79,0
1,7.124,10577,94,0
1,7.14,11042,63,0
1,7.156,8594,79,0
1,7.172,9888,88,0
1,7.188,10113,57,0
1,7.204,4969,0,69
1,7.22,12603,52,0
1,7.236,11075,86,0
1,7.252,8624,84,0
1,7.268,10344,88,0
1,7.285,8778,91,0
1,7.3,11442,58,0
1,7.316,10784,51,0
1,7.332,6887,0,92
1,7.348,11634,62,0
1,7.365,9258,77,0
1,7.38,12183,64,0
1,7.396,12322,87,0
1,7.412,9643,51,0
1,7.428,10784,82,0
1,7.445,12249,69,0
1,7.46,9104,50,0
1,7.476,12333,86,0
1,7.492,10914,66,0
1,7.508,10829,86,0
1,7.524,11214,66,0
1,7.54,9801,70,0
1,7.556,9901,54,0
1,7.572,11187,51,0
1,7.588,10331,65,0
1,7.604,12856,96,0
1,7.62,10779,76,0
1,7.636,11820,87,0
1,7.651,10652,55,0
1,7.668,12316,58,0
1,7.685,8271,51,0
1,7.699,9698,60,0
1,7.716,12768,62,0
1,7.732,9144,68,0
1,7.748,10142,70,0
1,7.765,10675,51,0
1,7.779,8793,65,0
1,7.796,11088,63,0
1,7.812,9147,68,0
1,7.828,11421,93,0
1,7.845,10665,83,0
1,7.86,11280,81,0
1,7.876,8249,67,0
1,7.892,10013,94,0
1,7.908,10691,90,0
1,7.924,11644,52,0
1,7.939,11285,93,0
1,7.956,8855,76,0
1,7.972,12368,71,0
1,7.989,8110,72,0
1,8.004,6350,0,98
1,8.02,10739,70,0
1,8.036,11890,67,0
1,8.052,8186,96,0
1,8.068,8041,95,0
1,8.085,8296,87,0
1,8.1,11978,74,0
1,8.116,9970,57,0
1,8.132,10703,82,0
1,8.147,12652,58,0
1,8.164,11374,100,0
1,8.18,12080,61,0
1,8.196,10458,64,0
1,8.212,12752,97,0
1,8.228,4912,0,72
1,8.245,8908,71,0
1,8.26,9253,87,0
1,8.276,8139,73,0
1,8.293,8185,90,0
1,8.308,8477,54,0
1,8.324,8218,80,0
1,8.34,8100,69,0
1,8.356,12043,55,0
1,8.373,9590,86,0
1,8.393,10436,74,0
1,8.406,4711,0,98
1,8.42,12395,83,0
1,8.436,11081,81,0
1,8.452,9386,74,0
1,8.468,12172,90,0
1,8.485,12654,78,0
1,8.5,11218,67,0
1,8.516,11288,95,0
1,8.532,11051,53,0
1,8.547,12714,72,0
1,8.566,6712,0,88
1,8.58,8791,59,0
1,8.596,8879,56,0
1,8.612,10337,81,0
1,8.628,11047,78,0
1,8.645,10520,65,0
1,8.66,10482,70,0
1,8.676,11526,65,0
1,8.692,12621,52,0
1,8.708,12982,94,0
1,8.724,10729,90,0
1,8.74,12666,97,0
1,8.756,11425,73,0
1,8.772,8869,97,0
1,8.788,6597,0,77
1,8.804,9875,64,0
1,8.82,8580,85,0
1,8.836,9840,59,0
1,8.852,9087,58,0
1,8.868,6356,0,96
1,8.885,12236,98,0
1,8.9,8217,52,0
1,8.916,11802,85,0
1,8.932,12206,66,0
1,8.948,9408,93,0
1,8.965,9245,92,0
1,8.98,11745,78,0
1,8.996,5054,0,69
1,9.012,5839,0,95
1,9.028,9017,95,0
1,9.045,9160,70,0
1,9.06,11049,76,0
1,9.076,4738,0,89
1,9.093,11679,93,0
1,9.108,6374,0,66
1,9.125,9310,52,0
1,9.14,12007,71,0
1,9.156,11138,51,0
1,9.171,8433,93,0
1,9.188,8251,97,0
1,9.204,9251,66,0
1,9.22,11138,81,0
1,9.236,11164,72,0
1,9.252,8727,96,0
1,9.268,12180,95,0
1,9.285,12601,53,0
1,9.3,12429,77,0
1,9.316,8417,62,0
1,9.332,12172,100,0
1,9.348,9837,76,0
1,9.365,8728,93,0
1,9.38,11015,98,0
1,9.396,9252,86,0
1,9.412,12779,96,0
1,9.428,10909,83,0
1,9.444,12981,71,0
1,9.46,9083,96,0
1,9.476,4817,0,96
1,9.493,8291,78,0
1,9.508,11166,91,0
1,9.524,9716,72,0
1,9.54,8025,61,0
1,9.555,12302,70,0
1,9.572,9144,93,0
1,9.588,12978,95,0
1,9.604,4577,0,88
1,9.62,9905,70,0
1,9.636,9777,75,0
1,9.652,12209,69,0
1,9.668,11060,100,0
1,9.685,12677,93,0
1,9.7,6917,0,68
1,9.717,9916,85,0
1,9.731,8081,67,0
1,9.748,11662,53,0
1,9.764,12692,67,0
1,9.78,10667,55,0
1,9.796,8390,91,0
1,9.812,8720,77,0
1,9.828,8737,63,0
1,9.845,9152,98,0
1,9.86,11165,81,0
1,9.876,8795,51,0
1,9.892,10377,76,0
1,9.908,12077,75,0
1,9.924,6596,0,62
1,9.94,12787,50,0
1,9.956,9140,85,0
1,9.972,12971,94,0
1,9.988,10976,76,0
1,10.003,11624,67,0
2,0.016,9969,56,0
2,0.032,4069,0,94
2,0.048,9448,86,0
2,0.064,4765,0,60
2,0.082,12907,97,0
2,0.096,9792,54,0
2,0.112,8715,65,0
2,0.129,9172,51,0
2,0.144,12290,93,0
2,0.161,12931,60,0
2,0.176,8569,58,0
2,0.192,9956,87,0
2,0.209,12364,93,0
2,0.224,12239,57,0
2,0.242,12471,93,0
2,0.256,12720,98,0
2,0.273,5908,0,77
2,0.289,8846,56,0
2,0.304,8963,76,0
2,0.321,10701,79,0
2,0.336,11753,82,0
2,0.353,4734,0,85
2,0.368,12654,56,0
2,0.384,12313,88,0
2,0.4,9014,52,0
2,0.417,12395,94,0
2,0.433,9418,67,0
2,0.449,10831,83,0
2,0.465,12050,54,0
2,0.481,12656,71,0
2,0.497,11525,95,0
2,0.512,11516,88,0
2,0.528,12275,80,0
2,0.544,12019,91,0
2,0.562,8519,72,0
2,0.576,9788,89,0
2,0.592,8153,99,0
2,0.608,10625,80,0
2,0.625,9786,99,0
2,0.642,11786,84,0
2,0.657,5009,0,99
2,0.672,12517,62,0
2,0.688,9377,77,0
2,0.704,10326,68,0
2,0.721,10340,94,0
2,0.737,12022,81,0
2,0.753,8146,95,0
2,0.768,11337,75,0
2,0.784,11323,68,0
2,0.8,12060,68,0
2,0.816,11107,87,0
2,0.832,8785,83,0
2,0.848,8871,71,0
2,0.864,9600,98,0
2,0.881,12411,63,0
2,0.897,11911,99,0
2,0.913,12381,54,0
2,0.928,10612,81,0
2,0.945,12741,58,0
2,0.961,10407,73,0
2,0.976,9751,100,0
2,0.992,5198,0,67
2,1.008,8799,63,0
2,1.025,11070,61,0
2,1.041,8124,53,0
2,1.067,8492,57,0
2,1.123,12719,88,0
2,1.178,12087,82,0
2,1.213,11338,98,0
2,1.23,11831,93,0
2,1.246,9444,77,0
2,1.262,11573,86,0
2,1.278,9375,91,0
2,1.294,12708,65,0
2,1.311,9277,74,0
2,1.328,10946,73,0
2,1.342,12223,59,0
2,1.362,11519,67,0
2,1.381,8077,73,0
2,1.394,10517,76,0
2,1.406,10640,83,0
2,1.422,11967,100,0
2,1.438,9120,79,0
2,1.454,4817,0,66
2,1.47,9713,100,0
2,1.485,8440,60,0
2,1.502,12702,66,0
2,1.517,12055,55,0
2,1.534,11693,74,0
2,1.551,10572,75,0
2,1.566,9812,55,0
2,1.583,12155,55,0
2,1.599,8791,67,0
2,1.617,8508,78,0
2,1.634,11462,56,0
2,1.646,12220,78,0
2,1.662,12865,80,0
2,1.678,11222,60,0
2,1.693,10070,92,0
2,1.71,11671,82,0
2,1.726,11811,58,0
2,1.742,9224,74,0
2,1.758,12719,94,0
2,1.774,12705,63,0
2,1.791,10081,83,0
2,1.806,10927,99,0
2,1.822,12591,96,0
2,1.838,6680,0,96
2,1.854,4417,0,88
2,1.87,12424,74,0
2,1.886,11464,81,0
2,1.902,8867,50,0
2,1.918,12366,54,0
2,1.934,11847,56,0
2,1.95,8446,97,0
2,1.966,10937,89,0
2,1.982,10044,77,0
2,1.998,11861,80,0
2,2.013,10862,100,0
2,2.032,12705,68,0
2,2.046,9424,75,0
2,2.062,10983,75,0
2,2.078,9211,87,0
2,2.094,11123,77,0
2,2.11,11570,85,0
2,2.126,10829,63,0
2,2.142,12300,55,0
2,2.157,11721,58,0
2,2.173,11905,71,0
2,2.191,8773,78,0
2,2.206,9704,88,0
2,2.222,11024,94,0
2,2.237,11515,59,0
2,2.254,9330,86,0
2,2.27,9327,88,0
2,2.286,10670,56,0
2,2.302,8655,88,0
2,2.317,10330,65,0
2,2.334,8132,57,0
2,2.349,9142,67,0
2,2.366,10700,64,0
2,2.382,9078,71,0
2,2.397,9391,96,0
2,2.414,10737,80,0
2,2.43,9820,94,0
2,2.446,10919,93,0
2,2.462,10812,50,0
2,2.478,9333,71,0
2,2.494,9706,70,0
2,2.511,12104,79,0
2,2.525,10398,100,0
2,2.542,8472,73,0
2,2.558,12034,56,0
2,2.574,8079,54,0
2,2.591,8473,57,0
2,2.606,11287,70,0
2,2.622,8567,75,0
2,2.637,8743,82,0
2,2.654,11544,100,0
2,2.67,11398,70,0
2,2.686,10205,81,0
2,2.701,11948,55,0
2,2.718,11094,92,0
2,2.734,12761,64,0
2,2.75,12191,99,0
2,2.766,12336,78,0
2,2.782,9917,52,0
2,2.798,8070,99,0
2,2.814,5661,0,68
2,2.83,8440,53,0
2,2.846,8393,61,0
2,2.862,11486,96,0
2,2.878,12000,88,0
2,2.894,10447,59,0
2,2.909,12479,88,0
2,2.926,11310,94,0
2,2.942,12457,95,0
2,2.958,10971,77,0
2,2.974,10787,70,0
2,2.991,10777,50,0
2,3.006,9672,55,0
2,3.022,8299,99,0
2,3.038,11956,57,0
2,3.054,9390,51,0
2,3.07,9812,62,0
2,3.086,12354,97,0
2,3.101,11817,64,0
2,3.118,11235,78,0
2,3.134,8819,83,0
2,3.149,9652,64,0
2,3.166,11002,52,0
2,3.182,11531,60,0
2,3.198,6267,0,64
2,3.214,12797,77,0
2,3.231,8278,86,0
2,3.246,12539,93,0
2,3.262,11530,50,0
2,3.278,8140,85,0
2,3.294,10831,84,0
2,3.311,9001,94,0
2,3.326,12082,97,0
2,3.342,4206,0,79
2,3.358,8595,66,0
2,3.374,10657,72,0
2,3.39,9826,71,0
2,3.406,10597,90,0
2,3.422,8939,55,0
2,3.438,11045,73,0
2,3.454,11152,73,0
2,3.47,12790,93,0
2,3.486,9793,75,0
2,3.502,8903,50,0
2,3.518,10176,53,0
2,3.534,10999,69,0
2,3.55,10081,54,0
2,3.566,12336,64,0
2,3.582,11076,84,0
2,3.597,9933,81,0
2,3.614,9481,59,0
2,3.63,10753,69,0
2,3.646,12362,81,0
2,3.662,10955,79,0
2,3.678,9652,50,0
2,3.693,8694,100,0
2,3.711,12554,68,0
2,3.725,11465,59,0
2,3.742,10852,66,0
2,3.758,12300,59,0
2,3.774,11582,58,0
2,3.791,11141,68,0
2,3.806,9788,69,0
2,3.822,9846,76,0
2,3.838,11425,52,0
2,3.854,9598,71,0
2,3.87,10503,80,0
2,3.886,10900,99,0
2,3.902,9613,82,0
2,3.918,12608,71,0
2,3.934,6177,0,80
2,3.95,12441,83,0
2,3.966,10865,68,0
2,3.982,9484,58,0
2,3.997,10893,62,0
2,4.014,9327,71,0
2,4.03,10988,51,0
2,4.046,10007,54,0
2,4.062,10622,72,0
2,4.078,8080,64,0
2,4.094,12877,87,0
2,4.11,10617,63,0
2,4.126,5510,0,77
2,4.142,8980,71,0
2,4.158,12735,76,0
2,4.174,4052,0,71
2,4.191,11427,60,0
2,4.206,9560,52,0
2,4.222,11604,50,0
2,4.238,8195,57,0
2,4.254,12332,60,0
2,4.27,12163,91,0
2,4.286,12169,61,0
2,4.303,12221,92,0
2,4.341,8062,59,0
2,4.369,12789,76,0
2,4.394,11105,93,0
2,4.418,10029,56,0
2,4.452,12223,68,0
2,4.473,9805,70,0
2,4.497,11258,83,0
2,4.529,8543,92,0
2,4.557,11314,89,0
2,4.576,10359,75,0
2,4.588,12240,99,0
2,4.629,12976,52,0
2,4.649,8367,59,0
2,4.679,9297,62,0
2,4.699,11681,85,0
2,4.711,9275,66,0
2,4.726,9611,61,0
2,4.743,9906,78,0
2,4.758,11994,79,0
2,4.775,9174,81,0
2,4.792,11998,88,0
2,4.807,11087,64,0
2,4.823,12792,68,0
2,4.839,9735,59,0
2,4.854,11480,81,0
2,4.871,4050,0,67
2,4.887,11861,67,0
2,4.903,11379,90,0
2,4.918,9123,96,0
2,4.935,8561,54,0
2,4.951,9182,80,0
2,4.966,10899,67,0
2,4.983,9599,84,0
2,4.998,8855,98,0
2,5.014,8570,94,0
2,5.032,12258,76,0
2,5.047,12140,72,0
2,5.063,9589,58,0
2,5.078,12442,94,0
2,5.095,12341,56,0
2,5.111,12405,94,0
2,5.126,9678,95,0
2,5.143,9812,72,0
2,5.159,12048,87,0
2,5.174,9442,50,0
2,5.191,9336,81,0
2,5.207,12003,71,0
2,5.222,11621,92,0
2,5.239,8979,55,0
2,5.255,9287,77,0
2,5.271,11877,67,0
2,5.286,9249,89,0
2,5.303,8209,78,0
2,5.333,9676,95,0
2,5.358,8602,89,0
2,5.388,11130,57,0
2,5.402,8583,56,0
2,5.417,10093,65,0
2,5.43,11991,100,0
2,5.446,9909,95,0
2,5.458,8830,68,0
2,5.473,12937,56,0
2,5.486,11485,57,0
2,5.503,12098,79,0
2,5.519,10029,96,0
2,5.535,8799,81,0
2,5.552,8179,89,0
2,5.569,12981,71,0
2,5.584,8614,98,0
2,5.599,11847,91,0
2,5.615,12340,77,0
2,5.632,11910,75,0
2,5.646,10906,70,0
2,5.663,9864,61,0
2,5.679,10310,63,0
2,5.694,10630,66,0
2,5.718,12307,60,0
2,5.736,12519,97,0
2,5.751,9501,93,0
2,5.763,10780,53,0
2,5.774,11028,97,0
2,5.791,9166,92,0
2,5.807,12151,60,0
2,5.822,11695,50,0
2,5.838,10038,85,0
2,5.854,10454,68,0
2,5.87,12151,87,0
2,5.887,10792,69,0
2,5.902,8510,99,0
2,5.918,11542,56,0
2,5.935,8820,67,0
2,5.95,8434,54,0
2,5.966,10049,60,0
2,5.982,9065,71,0
2,5.999,9454,95,0
2,6.014,10839,73,0
2,6.031,10262,76,0
2,6.046,9392,50,0
2,6.062,9586,82,0
2,6.079,12144,54,0
2,6.094,8627,76,0
2,6.111,11892,53,0
2,6.126,8902,58,0
2,6.143,10555,81,0
2,6.158,11500,80,0
2,6.175,10134,60,0
2,6.192,12570,58,0
2,6.207,11191,82,0
2,6.223,11947,60,0
2,6.238,9104,98,0
2,6.255,9806,99,0
2,6.27,11411,51,0
2,6.286,11491,94,0
2,6.302,11891,96,0
2,6.318,12879,89,0
2,6.334,12197,83,0
2,6.351,12376,98,0
2,6.366,9383,73,0
2,6.383,9153,89,0
2,6.398,8823,56,0
2,6.414,10365,90,0
2,6.43,8959,66,0
2,6.447,12747,68,0
2,6.462,12959,98,0
2,6.479,9862,94,0
2,6.494,8324,68,0
2,6.511,8143,58,0
2,6.526,12811,87,0
2,6.542,9847,92,0
2,6.559,9515,79,0
2,6.574,9245,96,0
2,6.591,10532,77,0
2,6.606,11917,97,0
2,6.622,9498,94,0
2,6.638,12155,100,0
2,6.655,12335,74,0
2,6.705,10786,70,0
2,6.805,10692,88,0
2,6.821,10205,61,0
2,6.838,10562,77,0
2,6.873,8063,52,0
2,6.89,9969,72,0
2,6.906,11490,61,0
2,6.922,8057,75,0
2,6.937,9985,99,0
2,6.953,10461,57,0
2,6.97,12939,99,0
2,6.985,12454,88,0
2,7.002,11385,86,0
2,7.017,10064,71,0
2,7.034,8921,100,0
2,7.049,9933,50,0
2,7.066,9509,59,0
2,7.083,9976,88,0
2,7.098,8462,98,0
2,7.114,8994,72,0
2,7.129,9551,55,0
2,7.147,9465,64,0
2,7.164,10251,83,0
2,7.178,11479,62,0
2,7.194,12239,50,0
2,7.209,12840,60,0
2,7.226,11090,71,0
2,7.243,11810,50,0
2,7.258,9693,100,0
2,7.274,12968,62,0
2,7.289,9409,84,0
2,7.305,11714,62,0
2,7.322,10761,83,0
2,7.338,12093,60,0
2,7.354,12261,65,0
2,7.369,8035,65,0
2,7.386,9935,87,0
2,7.401,8610,75,0
2,7.417,10307,53,0
2,7.433,12145,78,0
2,7.449,10465,78,0
2,7.465,11219,50,0
2,7.482,12037,91,0
2,7.498,10530,78,0
2,7.514,10045,92,0
2,7.53,11088,94,0
2,7.545,12822,90,0
2,7.562,11251,65,0
2,7.578,10209,82,0
2,7.594,12492,91,0
2,7.61,12666,98,0
2,7.625,10604,89,0
2,7.642,11711,81,0
2,7.658,8129,54,0
2,7.673,9605,75,0
2,7.689,9861,75,0
2,7.706,10100,65,0
2,7.721,9457,67,0
2,7.737,8229,51,0
2,7.754,11079,52,0
2,7.769,11536,91,0
2,7.786,11477,83,0
2,7.802,9564,78,0
2,7.817,8393,50,0
2,7.833,8133,57,0
2,7.85,8301,74,0
2,7.866,9194,64,0
2,7.882,9890,93,0
2,7.897,12632,61,0
2,7.913,8767,55,0
2,7.93,11231,86,0
